,year,q,relative_price,area_and_rooms
4143,2017.0,Q4,"1,914.7",4-3.5 (בני ברק - 6100)
4144,2018.0,Q1,"1,858.3",4-3.5 (בני ברק - 6100)
4145,2018.0,Q2,"1,892.7",4-3.5 (בני ברק - 6100)
4146,2018.0,Q3,"1,780.9",4-3.5 (בני ברק - 6100)
4147,2018.0,Q4,"1,767.1",4-3.5 (בני ברק - 6100)
4148,2019.0,Q1,"1,936.0",4-3.5 (בני ברק - 6100)
4149,2019.0,Q2,"1,874.2",4-3.5 (בני ברק - 6100)
4150,2019.0,Q3,"1,870.9",4-3.5 (בני ברק - 6100)
4151,2019.0,Q4,"1,839.4",4-3.5 (בני ברק - 6100)
4152,2020.0,Q1,"1,888.0",4-3.5 (בני ברק - 6100)
4153,2020.0,Q2,"1,832.8",4-3.5 (בני ברק - 6100)
4154,2020.0,Q3,"1,954.1",4-3.5 (בני ברק - 6100)
4155,2020.0,Q4,"1,921.6",4-3.5 (בני ברק - 6100)
4156,2021.0,Q1,"1,521.3",4-3.5 (בני ברק - 6100)
4157,2021.0,Q2,"1,869.8",4-3.5 (בני ברק - 6100)
4158,2021.0,Q3,"1,951.5",4-3.5 (בני ברק - 6100)
4159,2021.0,Q4,"2,000.8",4-3.5 (בני ברק - 6100)
4160,2017.0,Q1,"2,101.3",5-4.5 (בני ברק - 6100)
4161,2017.0,Q2,"2,242.9",5-4.5 (בני ברק - 6100)
4162,2017.0,Q3,"2,156.9",5-4.5 (בני ברק - 6100)
4163,2017.0,Q4,"2,275.3",5-4.5 (בני ברק - 6100)
4164,2018.0,Q1,"2,314.9",5-4.5 (בני ברק - 6100)
4165,2018.0,Q2,"2,485.8",5-4.5 (בני ברק - 6100)
4166,2018.0,Q3,"2,353.7",5-4.5 (בני ברק - 6100)
4167,2018.0,Q4,"2,296.0",5-4.5 (בני ברק - 6100)
4168,2019.0,Q1,"2,250.2",5-4.5 (בני ברק - 6100)
4169,2019.0,Q2,"2,226.6",5-4.5 (בני ברק - 6100)
4170,2019.0,Q3,"2,410.6",5-4.5 (בני ברק - 6100)
4171,2019.0,Q4,"2,345.3",5-4.5 (בני ברק - 6100)
4172,2020.0,Q1,"2,354.0",5-4.5 (בני ברק - 6100)
4173,2020.0,Q2,"2,512.0",5-4.5 (בני ברק - 6100)
4174,2020.0,Q3,"2,214.0",5-4.5 (בני ברק - 6100)
4175,2020.0,Q4,"2,295.8",5-4.5 (בני ברק - 6100)
4176,2021.0,Q1,"1,833.6",5-4.5 (בני ברק - 6100)
4177,2021.0,Q2,"2,382.9",5-4.5 (בני ברק - 6100)
4178,2021.0,Q3,"2,446.8",5-4.5 (בני ברק - 6100)
4179,2021.0,Q4,"2,742.3",5-4.5 (בני ברק - 6100)
4180,2017.0,Q1,"2,306.0",6-5.5 (בני ברק - 6100)
4181,2017.0,Q2,-,6-5.5 (בני ברק - 6100)
4182,2017.0,Q3,"2,731.7",6-5.5 (בני ברק - 6100)
4183,2017.0,Q4,-,6-5.5 (בני ברק - 6100)
4184,2018.0,Q1,"2,566.2",6-5.5 (בני ברק - 6100)
4185,2018.0,Q2,-,6-5.5 (בני ברק - 6100)
4186,2018.0,Q3,-,6-5.5 (בני ברק - 6100)
4187,2018.0,Q4,"2,781.7",6-5.5 (בני ברק - 6100)
4188,2019.0,Q1,-,6-5.5 (בני ברק - 6100)
4189,2019.0,Q2,"3,135.8",6-5.5 (בני ברק - 6100)
4190,2019.0,Q3,-,6-5.5 (בני ברק - 6100)
4191,2019.0,Q4,-,6-5.5 (בני ברק - 6100)
4192,2020.0,Q1,-,6-5.5 (בני ברק - 6100)
4193,2020.0,Q2,-,6-5.5 (בני ברק - 6100)
4194,2020.0,Q3,-,6-5.5 (בני ברק - 6100)
4195,2020.0,Q4,-,6-5.5 (בני ברק - 6100)
4196,2021.0,Q1,"2,600.8",6-5.5 (בני ברק - 6100)
4197,2021.0,Q2,-,6-5.5 (בני ברק - 6100)
4198,2021.0,Q3,-,6-5.5 (בני ברק - 6100)
4199,2021.0,Q4,"2,755.9",6-5.5 (בני ברק - 6100)
4200,2017.0,Q1,"1,466.8",בת ים - 6200
4201,2017.0,Q2,"1,518.8",בת ים - 6200
4202,2017.0,Q3,"1,571.1",בת ים - 6200
4203,2017.0,Q4,"1,470.7",בת ים - 6200
4204,2018.0,Q1,"1,423.6",בת ים - 6200
4205,2018.0,Q2,"1,551.9",בת ים - 6200
4206,2018.0,Q3,"1,608.2",בת ים - 6200
4207,2018.0,Q4,"1,542.8",בת ים - 6200
4208,2019.0,Q1,"1,567.0",בת ים - 6200
4209,2019.0,Q2,"1,563.0",בת ים - 6200
4210,2019.0,Q3,"1,547.9",בת ים - 6200
4211,2019.0,Q4,"1,566.2",בת ים - 6200
4212,2020.0,Q1,"1,590.5",בת ים - 6200
4213,2020.0,Q2,"1,632.7",בת ים - 6200
4214,2020.0,Q3,"1,597.0",בת ים - 6200
4215,2020.0,Q4,"1,757.4",בת ים - 6200
4216,2021.0,Q1,"1,833.8",בת ים - 6200
4217,2021.0,Q2,"1,872.1",בת ים - 6200
4218,2021.0,Q3,"1,794.0",בת ים - 6200
4219,2021.0,Q4,"1,872.0",בת ים - 6200
4220,2017.0,Q1,"1,042.6",1-2 (בת ים - 6200)
4221,2017.0,Q2,"1,072.1",1-2 (בת ים - 6200)
4222,2017.0,Q3,"1,006.6",1-2 (בת ים - 6200)
4223,2017.0,Q4,"1,027.0",1-2 (בת ים - 6200)
4224,2018.0,Q1,"1,071.0",1-2 (בת ים - 6200)
4225,2018.0,Q2,"1,130.5",1-2 (בת ים - 6200)
4226,2018.0,Q3,"1,146.7",1-2 (בת ים - 6200)
4227,2018.0,Q4,"1,097.2",1-2 (בת ים - 6200)
4228,2019.0,Q1,"1,123.1",1-2 (בת ים - 6200)
4229,2019.0,Q2,"1,072.5",1-2 (בת ים - 6200)
4230,2019.0,Q3,"1,070.6",1-2 (בת ים - 6200)
4231,2019.0,Q4,"1,140.0",1-2 (בת ים - 6200)
4232,2020.0,Q1,"1,158.2",1-2 (בת ים - 6200)
4233,2020.0,Q2,"1,102.5",1-2 (בת ים - 6200)
4234,2020.0,Q3,"1,125.1",1-2 (בת ים - 6200)
4235,2020.0,Q4,"1,200.3",1-2 (בת ים - 6200)
4236,2021.0,Q1,"1,182.4",1-2 (בת ים - 6200)
4237,2021.0,Q2,"1,253.4",1-2 (בת ים - 6200)
4238,2021.0,Q3,"1,304.6",1-2 (בת ים - 6200)
4239,2021.0,Q4,"1,270.7",1-2 (בת ים - 6200)
4240,2017.0,Q1,"1,252.4",3-2.5 (בת ים - 6200)
4241,2017.0,Q2,"1,270.1",3-2.5 (בת ים - 6200)
4242,2017.0,Q3,"1,307.3",3-2.5 (בת ים - 6200)
4243,2017.0,Q4,"1,277.8",3-2.5 (בת ים - 6200)
4244,2018.0,Q1,"1,257.8",3-2.5 (בת ים - 6200)
4245,2018.0,Q2,"1,313.3",3-2.5 (בת ים - 6200)
4246,2018.0,Q3,"1,328.8",3-2.5 (בת ים - 6200)
4247,2018.0,Q4,"1,317.1",3-2.5 (בת ים - 6200)
4248,2019.0,Q1,"1,340.4",3-2.5 (בת ים - 6200)
4249,2019.0,Q2,"1,376.9",3-2.5 (בת ים - 6200)
4250,2019.0,Q3,"1,372.0",3-2.5 (בת ים - 6200)
4251,2019.0,Q4,"1,337.2",3-2.5 (בת ים - 6200)
4252,2020.0,Q1,"1,357.4",3-2.5 (בת ים - 6200)
4253,2020.0,Q2,"1,402.3",3-2.5 (בת ים - 6200)
4254,2020.0,Q3,"1,377.5",3-2.5 (בת ים - 6200)
4255,2020.0,Q4,"1,471.2",3-2.5 (בת ים - 6200)
4256,2021.0,Q1,"1,540.1",3-2.5 (בת ים - 6200)
4257,2021.0,Q2,"1,555.6",3-2.5 (בת ים - 6200)
4258,2021.0,Q3,"1,591.5",3-2.5 (בת ים - 6200)
4259,2021.0,Q4,"1,619.7",3-2.5 (בת ים - 6200)
4260,2017.0,Q1,"1,810.8",4-3.5 (בת ים - 6200)
4261,2017.0,Q2,"1,906.5",4-3.5 (בת ים - 6200)
4262,2017.0,Q3,"1,769.1",4-3.5 (בת ים - 6200)
4263,2017.0,Q4,"1,921.9",4-3.5 (בת ים - 6200)
4264,2018.0,Q1,"1,792.0",4-3.5 (בת ים - 6200)
4265,2018.0,Q2,"1,897.5",4-3.5 (בת ים - 6200)
4266,2018.0,Q3,"1,930.2",4-3.5 (בת ים - 6200)
4267,2018.0,Q4,"1,905.0",4-3.5 (בת ים - 6200)
4268,2019.0,Q1,"1,978.4",4-3.5 (בת ים - 6200)
4269,2019.0,Q2,"1,906.5",4-3.5 (בת ים - 6200)
4270,2019.0,Q3,"1,942.0",4-3.5 (בת ים - 6200)
4271,2019.0,Q4,"1,979.4",4-3.5 (בת ים - 6200)
4272,2020.0,Q1,"2,022.2",4-3.5 (בת ים - 6200)
4273,2020.0,Q2,"1,936.9",4-3.5 (בת ים - 6200)
4274,2020.0,Q3,"1,899.4",4-3.5 (בת ים - 6200)
4275,2020.0,Q4,"1,989.0",4-3.5 (בת ים - 6200)
4276,2021.0,Q1,"2,089.9",4-3.5 (בת ים - 6200)
4277,2021.0,Q2,"2,080.5",4-3.5 (בת ים - 6200)
4278,2021.0,Q3,"2,191.3",4-3.5 (בת ים - 6200)
4279,2021.0,Q4,"2,061.8",4-3.5 (בת ים - 6200)
4280,2017.0,Q1,"2,497.8",5-4.5 (בת ים - 6200)
4281,2017.0,Q2,"2,588.3",5-4.5 (בת ים - 6200)
4282,2017.0,Q3,"2,817.5",5-4.5 (בת ים - 6200)
4283,2017.0,Q4,"2,504.4",5-4.5 (בת ים - 6200)
4284,2018.0,Q1,"2,527.9",5-4.5 (בת ים - 6200)
4285,2018.0,Q2,"2,629.8",5-4.5 (בת ים - 6200)
4286,2018.0,Q3,"2,511.7",5-4.5 (בת ים - 6200)
4287,2018.0,Q4,"2,493.1",5-4.5 (בת ים - 6200)
4288,2019.0,Q1,"2,735.4",5-4.5 (בת ים - 6200)
4289,2019.0,Q2,"2,554.1",5-4.5 (בת ים - 6200)
4290,2019.0,Q3,"2,571.9",5-4.5 (בת ים - 6200)
4291,2019.0,Q4,"2,701.1",5-4.5 (בת ים - 6200)
4292,2020.0,Q1,"2,902.9",5-4.5 (בת ים - 6200)
4293,2020.0,Q2,"2,647.2",5-4.5 (בת ים - 6200)
4294,2020.0,Q3,"2,747.3",5-4.5 (בת ים - 6200)
4295,2020.0,Q4,"2,943.2",5-4.5 (בת ים - 6200)
4296,2021.0,Q1,"2,750.1",5-4.5 (בת ים - 6200)
4297,2021.0,Q2,"2,826.6",5-4.5 (בת ים - 6200)
4298,2021.0,Q3,"2,830.3",5-4.5 (בת ים - 6200)
4299,2021.0,Q4,"2,889.5",5-4.5 (בת ים - 6200)
4300,2017.0,Q1,-,6-5.5 (בת ים - 6200)
4301,2017.0,Q2,-,6-5.5 (בת ים - 6200)
4302,2017.0,Q3,-,6-5.5 (בת ים - 6200)
4303,2017.0,Q4,-,6-5.5 (בת ים - 6200)
4304,2018.0,Q1,-,6-5.5 (בת ים - 6200)
4305,2018.0,Q2,-,6-5.5 (בת ים - 6200)
4306,2018.0,Q3,-,6-5.5 (בת ים - 6200)
4307,2018.0,Q4,-,6-5.5 (בת ים - 6200)
4308,2019.0,Q1,-,6-5.5 (בת ים - 6200)
4309,2019.0,Q2,-,6-5.5 (בת ים - 6200)
4310,2019.0,Q3,-,6-5.5 (בת ים - 6200)
4311,2019.0,Q4,-,6-5.5 (בת ים - 6200)
4312,2020.0,Q1,-,6-5.5 (בת ים - 6200)
4313,2020.0,Q2,-,6-5.5 (בת ים - 6200)
4314,2020.0,Q3,-,6-5.5 (בת ים - 6200)
4315,2020.0,Q4,-,6-5.5 (בת ים - 6200)
4316,2021.0,Q1,"3,121.2",6-5.5 (בת ים - 6200)
4317,2021.0,Q2,"3,108.3",6-5.5 (בת ים - 6200)
4318,2021.0,Q3,-,6-5.5 (בת ים - 6200)
4319,2021.0,Q4,-,6-5.5 (בת ים - 6200)
4320,2017.0,Q1,"1,680.7",חולון - 6600
4321,2017.0,Q2,"1,749.8",חולון - 6600
4322,2017.0,Q3,"1,705.2",חולון - 6600
4323,2017.0,Q4,"1,778.0",חולון - 6600
4324,2018.0,Q1,"1,683.7",חולון - 6600
4325,2018.0,Q2,"1,720.7",חולון - 6600
4326,2018.0,Q3,"1,701.7",חולון - 6600
4327,2018.0,Q4,"1,696.0",חולון - 6600
4328,2019.0,Q1,"1,624.5",חולון - 6600
4329,2019.0,Q2,"1,722.2",חולון - 6600
4330,2019.0,Q3,"1,721.9",חולון - 6600
4331,2019.0,Q4,"1,785.2",חולון - 6600
4332,2020.0,Q1,"1,761.9",חולון - 6600
4333,2020.0,Q2,"1,956.6",חולון - 6600
4334,2020.0,Q3,"1,747.7",חולון - 6600
4335,2020.0,Q4,"1,791.7",חולון - 6600
4336,2021.0,Q1,"1,804.1",חולון - 6600
4337,2021.0,Q2,"1,814.0",חולון - 6600
4338,2021.0,Q3,"1,823.2",חולון - 6600
4339,2021.0,Q4,"1,897.3",חולון - 6600
4340,2017.0,Q1,"1,105.1",1-2 (חולון - 6600)
4341,2017.0,Q2,"1,020.4",1-2 (חולון - 6600)
4342,2017.0,Q3,"1,119.3",1-2 (חולון - 6600)
4343,2017.0,Q4,996.4,1-2 (חולון - 6600)
4344,2018.0,Q1,"1,136.8",1-2 (חולון - 6600)
4345,2018.0,Q2,"1,048.0",1-2 (חולון - 6600)
4346,2018.0,Q3,998.8,1-2 (חולון - 6600)
4347,2018.0,Q4,"1,048.2",1-2 (חולון - 6600)
4348,2019.0,Q1,"1,107.8",1-2 (חולון - 6600)
4349,2019.0,Q2,"1,095.8",1-2 (חולון - 6600)
4350,2019.0,Q3,985.1,1-2 (חולון - 6600)
4351,2019.0,Q4,"1,113.4",1-2 (חולון - 6600)
4352,2020.0,Q1,"1,021.9",1-2 (חולון - 6600)
4353,2020.0,Q2,"1,080.3",1-2 (חולון - 6600)
4354,2020.0,Q3,"1,066.8",1-2 (חולון - 6600)
4355,2020.0,Q4,"1,109.7",1-2 (חולון - 6600)
4356,2021.0,Q1,"1,091.6",1-2 (חולון - 6600)
4357,2021.0,Q2,"1,133.8",1-2 (חולון - 6600)
4358,2021.0,Q3,"1,174.2",1-2 (חולון - 6600)
4359,2021.0,Q4,"1,154.7",1-2 (חולון - 6600)
4360,2017.0,Q1,"1,311.8",3-2.5 (חולון - 6600)
4361,2017.0,Q2,"1,303.7",3-2.5 (חולון - 6600)
4362,2017.0,Q3,"1,291.3",3-2.5 (חולון - 6600)
4363,2017.0,Q4,"1,262.0",3-2.5 (חולון - 6600)
4364,2018.0,Q1,"1,315.1",3-2.5 (חולון - 6600)
4365,2018.0,Q2,"1,274.2",3-2.5 (חולון - 6600)
4366,2018.0,Q3,"1,382.2",3-2.5 (חולון - 6600)
4367,2018.0,Q4,"1,308.1",3-2.5 (חולון - 6600)
4368,2019.0,Q1,"1,289.5",3-2.5 (חולון - 6600)
4369,2019.0,Q2,"1,315.2",3-2.5 (חולון - 6600)
4370,2019.0,Q3,"1,291.6",3-2.5 (חולון - 6600)
4371,2019.0,Q4,"1,369.1",3-2.5 (חולון - 6600)
4372,2020.0,Q1,"1,373.8",3-2.5 (חולון - 6600)
4373,2020.0,Q2,"1,360.0",3-2.5 (חולון - 6600)
4374,2020.0,Q3,"1,352.6",3-2.5 (חולון - 6600)
4375,2020.0,Q4,"1,372.7",3-2.5 (חולון - 6600)
4376,2021.0,Q1,"1,403.5",3-2.5 (חולון - 6600)
4377,2021.0,Q2,"1,417.7",3-2.5 (חולון - 6600)
4378,2021.0,Q3,"1,415.3",3-2.5 (חולון - 6600)
4379,2021.0,Q4,"1,453.1",3-2.5 (חולון - 6600)
4380,2017.0,Q1,"1,736.1",4-3.5 (חולון - 6600)
4381,2017.0,Q2,"1,789.4",4-3.5 (חולון - 6600)
4382,2017.0,Q3,"1,712.6",4-3.5 (חולון - 6600)
4383,2017.0,Q4,"1,698.5",4-3.5 (חולון - 6600)
4384,2018.0,Q1,"1,689.4",4-3.5 (חולון - 6600)
4385,2018.0,Q2,"1,749.6",4-3.5 (חולון - 6600)
4386,2018.0,Q3,"1,756.4",4-3.5 (חולון - 6600)
4387,2018.0,Q4,"1,790.9",4-3.5 (חולון - 6600)
4388,2019.0,Q1,"1,775.6",4-3.5 (חולון - 6600)
4389,2019.0,Q2,"1,737.5",4-3.5 (חולון - 6600)
4390,2019.0,Q3,"1,733.7",4-3.5 (חולון - 6600)
4391,2019.0,Q4,"1,879.2",4-3.5 (חולון - 6600)
4392,2020.0,Q1,"1,779.3",4-3.5 (חולון - 6600)
4393,2020.0,Q2,"2,077.1",4-3.5 (חולון - 6600)
4394,2020.0,Q3,"1,817.9",4-3.5 (חולון - 6600)
4395,2020.0,Q4,"1,843.2",4-3.5 (חולון - 6600)
4396,2021.0,Q1,"1,864.3",4-3.5 (חולון - 6600)
4397,2021.0,Q2,"1,930.5",4-3.5 (חולון - 6600)
4398,2021.0,Q3,"1,935.5",4-3.5 (חולון - 6600)
4399,2021.0,Q4,"1,997.7",4-3.5 (חולון - 6600)
4400,2017.0,Q1,"2,258.0",5-4.5 (חולון - 6600)
4401,2017.0,Q2,"2,366.9",5-4.5 (חולון - 6600)
4402,2017.0,Q3,"2,396.9",5-4.5 (חולון - 6600)
4403,2017.0,Q4,"2,477.2",5-4.5 (חולון - 6600)
4404,2018.0,Q1,"2,279.3",5-4.5 (חולון - 6600)
4405,2018.0,Q2,"2,334.4",5-4.5 (חולון - 6600)
4406,2018.0,Q3,"2,254.1",5-4.5 (חולון - 6600)
4407,2018.0,Q4,"2,238.2",5-4.5 (חולון - 6600)
4408,2019.0,Q1,"2,164.2",5-4.5 (חולון - 6600)
4409,2019.0,Q2,"2,416.6",5-4.5 (חולון - 6600)
4410,2019.0,Q3,"2,500.9",5-4.5 (חולון - 6600)
4411,2019.0,Q4,"2,467.8",5-4.5 (חולון - 6600)
4412,2020.0,Q1,"2,398.6",5-4.5 (חולון - 6600)
4413,2020.0,Q2,"2,544.1",5-4.5 (חולון - 6600)
4414,2020.0,Q3,"2,501.6",5-4.5 (חולון - 6600)
4415,2020.0,Q4,"2,487.4",5-4.5 (חולון - 6600)
4416,2021.0,Q1,"2,483.5",5-4.5 (חולון - 6600)
4417,2021.0,Q2,"2,595.6",5-4.5 (חולון - 6600)
4418,2021.0,Q3,"2,535.2",5-4.5 (חולון - 6600)
4419,2021.0,Q4,"2,631.3",5-4.5 (חולון - 6600)
4420,2017.0,Q1,"3,009.9",6-5.5 (חולון - 6600)
4421,2017.0,Q2,"3,008.6",6-5.5 (חולון - 6600)
4422,2017.0,Q3,"3,003.6",6-5.5 (חולון - 6600)
4423,2017.0,Q4,"3,030.0",6-5.5 (חולון - 6600)
4424,2018.0,Q1,"3,007.0",6-5.5 (חולון - 6600)
4425,2018.0,Q2,"2,692.0",6-5.5 (חולון - 6600)
4426,2018.0,Q3,"2,998.9",6-5.5 (חולון - 6600)
4427,2018.0,Q4,"2,871.7",6-5.5 (חולון - 6600)
4428,2019.0,Q1,"2,984.2",6-5.5 (חולון - 6600)
4429,2019.0,Q2,"2,927.2",6-5.5 (חולון - 6600)
4430,2019.0,Q3,"2,834.5",6-5.5 (חולון - 6600)
4431,2019.0,Q4,"2,792.7",6-5.5 (חולון - 6600)
4432,2020.0,Q1,"2,805.4",6-5.5 (חולון - 6600)
4433,2020.0,Q2,"2,787.6",6-5.5 (חולון - 6600)
4434,2020.0,Q3,"3,174.5",6-5.5 (חולון - 6600)
4435,2020.0,Q4,"2,890.9",6-5.5 (חולון - 6600)
4436,2021.0,Q1,"3,366.1",6-5.5 (חולון - 6600)
4437,2021.0,Q2,"3,330.8",6-5.5 (חולון - 6600)
4438,2021.0,Q3,"3,346.8",6-5.5 (חולון - 6600)
4439,2021.0,Q4,"4,014.4",6-5.5 (חולון - 6600)
4440,2017.0,Q1,"1,195.5",חיפה - 4000
4441,2017.0,Q2,"1,146.1",חיפה - 4000
4442,2017.0,Q3,"1,180.8",חיפה - 4000
4443,2017.0,Q4,"1,160.9",חיפה - 4000
4444,2018.0,Q1,"1,193.5",חיפה - 4000
4445,2018.0,Q2,"1,163.2",חיפה - 4000
4446,2018.0,Q3,"1,156.3",חיפה - 4000
4447,2018.0,Q4,"1,185.6",חיפה - 4000
4448,2019.0,Q1,"1,216.8",חיפה - 4000
4449,2019.0,Q2,"1,210.0",חיפה - 4000
4450,2019.0,Q3,"1,271.2",חיפה - 4000
4451,2019.0,Q4,"1,244.7",חיפה - 4000
4452,2020.0,Q1,"1,216.7",חיפה - 4000
4453,2020.0,Q2,"1,199.1",חיפה - 4000
4454,2020.0,Q3,"1,224.1",חיפה - 4000
4455,2020.0,Q4,"1,201.4",חיפה - 4000
4456,2021.0,Q1,"1,229.7",חיפה - 4000
4457,2021.0,Q2,"1,174.0",חיפה - 4000
4458,2021.0,Q3,"1,168.6",חיפה - 4000
4459,2021.0,Q4,"1,286.3",חיפה - 4000
4460,2017.0,Q1,589.0,1-2 (חיפה - 4000)
4461,2017.0,Q2,609.5,1-2 (חיפה - 4000)
4462,2017.0,Q3,649.7,1-2 (חיפה - 4000)
4463,2017.0,Q4,644.2,1-2 (חיפה - 4000)
4464,2018.0,Q1,621.3,1-2 (חיפה - 4000)
4465,2018.0,Q2,614.4,1-2 (חיפה - 4000)
4466,2018.0,Q3,685.4,1-2 (חיפה - 4000)
4467,2018.0,Q4,613.3,1-2 (חיפה - 4000)
4468,2019.0,Q1,696.2,1-2 (חיפה - 4000)
4469,2019.0,Q2,672.5,1-2 (חיפה - 4000)
4470,2019.0,Q3,677.4,1-2 (חיפה - 4000)
4471,2019.0,Q4,655.0,1-2 (חיפה - 4000)
4472,2020.0,Q1,614.8,1-2 (חיפה - 4000)
4473,2020.0,Q2,598.1,1-2 (חיפה - 4000)
4474,2020.0,Q3,695.9,1-2 (חיפה - 4000)
4475,2020.0,Q4,671.5,1-2 (חיפה - 4000)
4476,2021.0,Q1,653.6,1-2 (חיפה - 4000)
4477,2021.0,Q2,652.2,1-2 (חיפה - 4000)
4478,2021.0,Q3,663.6,1-2 (חיפה - 4000)
4479,2021.0,Q4,682.0,1-2 (חיפה - 4000)
4480,2017.0,Q1,839.3,3-2.5 (חיפה - 4000)
4481,2017.0,Q2,869.3,3-2.5 (חיפה - 4000)
4482,2017.0,Q3,877.8,3-2.5 (חיפה - 4000)
4483,2017.0,Q4,841.8,3-2.5 (חיפה - 4000)
4484,2018.0,Q1,877.2,3-2.5 (חיפה - 4000)
4485,2018.0,Q2,889.2,3-2.5 (חיפה - 4000)
4486,2018.0,Q3,854.1,3-2.5 (חיפה - 4000)
4487,2018.0,Q4,882.8,3-2.5 (חיפה - 4000)
4488,2019.0,Q1,885.5,3-2.5 (חיפה - 4000)
4489,2019.0,Q2,906.1,3-2.5 (חיפה - 4000)
4490,2019.0,Q3,887.9,3-2.5 (חיפה - 4000)
4491,2019.0,Q4,911.4,3-2.5 (חיפה - 4000)
4492,2020.0,Q1,843.9,3-2.5 (חיפה - 4000)
4493,2020.0,Q2,900.6,3-2.5 (חיפה - 4000)
4494,2020.0,Q3,917.1,3-2.5 (חיפה - 4000)
4495,2020.0,Q4,931.7,3-2.5 (חיפה - 4000)
4496,2021.0,Q1,933.6,3-2.5 (חיפה - 4000)
4497,2021.0,Q2,912.4,3-2.5 (חיפה - 4000)
4498,2021.0,Q3,885.9,3-2.5 (חיפה - 4000)
4499,2021.0,Q4,961.5,3-2.5 (חיפה - 4000)
4500,2017.0,Q1,"1,366.6",4-3.5 (חיפה - 4000)
4501,2017.0,Q2,"1,380.5",4-3.5 (חיפה - 4000)
4502,2017.0,Q3,"1,408.7",4-3.5 (חיפה - 4000)
4503,2017.0,Q4,"1,308.2",4-3.5 (חיפה - 4000)
4504,2018.0,Q1,"1,417.2",4-3.5 (חיפה - 4000)
4505,2018.0,Q2,"1,262.3",4-3.5 (חיפה - 4000)
4506,2018.0,Q3,"1,327.8",4-3.5 (חיפה - 4000)
4507,2018.0,Q4,"1,418.3",4-3.5 (חיפה - 4000)
4508,2019.0,Q1,"1,408.2",4-3.5 (חיפה - 4000)
4509,2019.0,Q2,"1,441.0",4-3.5 (חיפה - 4000)
4510,2019.0,Q3,"1,471.4",4-3.5 (חיפה - 4000)
4511,2019.0,Q4,"1,445.0",4-3.5 (חיפה - 4000)
4512,2020.0,Q1,"1,392.3",4-3.5 (חיפה - 4000)
4513,2020.0,Q2,"1,376.8",4-3.5 (חיפה - 4000)
4514,2020.0,Q3,"1,368.5",4-3.5 (חיפה - 4000)
4515,2020.0,Q4,"1,365.2",4-3.5 (חיפה - 4000)
4516,2021.0,Q1,"1,436.7",4-3.5 (חיפה - 4000)
4517,2021.0,Q2,"1,355.6",4-3.5 (חיפה - 4000)
4518,2021.0,Q3,"1,368.5",4-3.5 (חיפה - 4000)
4519,2021.0,Q4,"1,530.1",4-3.5 (חיפה - 4000)
4520,2017.0,Q1,"1,986.2",5-4.5 (חיפה - 4000)
4521,2017.0,Q2,"2,008.8",5-4.5 (חיפה - 4000)
4522,2017.0,Q3,"2,115.8",5-4.5 (חיפה - 4000)
4523,2017.0,Q4,"1,903.8",5-4.5 (חיפה - 4000)
4524,2018.0,Q1,"1,890.2",5-4.5 (חיפה - 4000)
4525,2018.0,Q2,"1,913.3",5-4.5 (חיפה - 4000)
4526,2018.0,Q3,"1,928.9",5-4.5 (חיפה - 4000)
4527,2018.0,Q4,"1,993.9",5-4.5 (חיפה - 4000)
4528,2019.0,Q1,"1,992.7",5-4.5 (חיפה - 4000)
4529,2019.0,Q2,"1,945.2",5-4.5 (חיפה - 4000)
4530,2019.0,Q3,"2,062.8",5-4.5 (חיפה - 4000)
4531,2019.0,Q4,"2,115.0",5-4.5 (חיפה - 4000)
4532,2020.0,Q1,"2,096.9",5-4.5 (חיפה - 4000)
4533,2020.0,Q2,"2,032.6",5-4.5 (חיפה - 4000)
4534,2020.0,Q3,"2,003.9",5-4.5 (חיפה - 4000)
4535,2020.0,Q4,"1,859.7",5-4.5 (חיפה - 4000)
4536,2021.0,Q1,"2,050.3",5-4.5 (חיפה - 4000)
4537,2021.0,Q2,"2,011.5",5-4.5 (חיפה - 4000)
4538,2021.0,Q3,"2,055.3",5-4.5 (חיפה - 4000)
4539,2021.0,Q4,"2,150.1",5-4.5 (חיפה - 4000)
4540,2017.0,Q1,"2,267.3",6-5.5 (חיפה - 4000)
4541,2017.0,Q2,"2,448.9",6-5.5 (חיפה - 4000)
4542,2017.0,Q3,"2,400.6",6-5.5 (חיפה - 4000)
4543,2017.0,Q4,"2,435.7",6-5.5 (חיפה - 4000)
4544,2018.0,Q1,"2,643.5",6-5.5 (חיפה - 4000)
4545,2018.0,Q2,"2,343.5",6-5.5 (חיפה - 4000)
4546,2018.0,Q3,"2,492.4",6-5.5 (חיפה - 4000)
4547,2018.0,Q4,"2,548.8",6-5.5 (חיפה - 4000)
4548,2019.0,Q1,"2,201.0",6-5.5 (חיפה - 4000)
4549,2019.0,Q2,"2,248.7",6-5.5 (חיפה - 4000)
4550,2019.0,Q3,"2,201.3",6-5.5 (חיפה - 4000)
4551,2019.0,Q4,"2,161.2",6-5.5 (חיפה - 4000)
4552,2020.0,Q1,"2,261.7",6-5.5 (חיפה - 4000)
4553,2020.0,Q2,"2,161.2",6-5.5 (חיפה - 4000)
4554,2020.0,Q3,"2,388.4",6-5.5 (חיפה - 4000)
4555,2020.0,Q4,"1,940.5",6-5.5 (חיפה - 4000)
4556,2021.0,Q1,"2,466.2",6-5.5 (חיפה - 4000)
